"Notes"	"Region"	"Region Code"	"Year"	"Year Code"	"Age Groups"	"Age Groups Code"	Count	Population	Crude Rate	Crude Rate Standard Error
	"Northeast"	"CENS-R1"	"2011"	"2011"	"75-79 years"	"75-79"	308	1407069	21.889	1.247
	"Northeast"	"CENS-R1"	"2011"	"2011"	"80-84 years"	"80-84"	261	1182387	22.074	1.366
	"Northeast"	"CENS-R1"	"2011"	"2011"	"85+ years"	"85+"	245	1238349	19.784	1.264
"Total"	"Northeast"	"CENS-R1"	"2011"	"2011"			4182	55604223	7.521	0.116
	"Northeast"	"CENS-R1"	"2012"	"2012"	"< 1 year"	"1"	28	638866	4.383	0.828
	"Northeast"	"CENS-R1"	"2012"	"2012"	"1-4 years"	"1-4"	129	2569042	5.021	0.442
	"Northeast"	"CENS-R1"	"2012"	"2012"	"5-9 years"	"5-9"	123	3303004	3.724	0.336
	"Northeast"	"CENS-R1"	"2012"	"2012"	"10-14 years"	"10-14"	120	3433763	3.495	0.319
	"Northeast"	"CENS-R1"	"2012"	"2012"	"15-19 years"	"15-19"	99	3781918	2.618	0.263
	"Northeast"	"CENS-R1"	"2012"	"2012"	"20-24 years"	"20-24"	97	3898623	2.488	0.253
	"Northeast"	"CENS-R1"	"2012"	"2012"	"25-29 years"	"25-29"	129	3735495	3.453	0.304
	"Northeast"	"CENS-R1"	"2012"	"2012"	"30-34 years"	"30-34"	131	3559434	3.680	0.322
	"Northeast"	"CENS-R1"	"2012"	"2012"	"35-39 years"	"35-39"	139	3333402	4.170	0.354
	"Northeast"	"CENS-R1"	"2012"	"2012"	"40-44 years"	"40-44"	174	3778984	4.604	0.349
	"Northeast"	"CENS-R1"	"2012"	"2012"	"45-49 years"	"45-49"	217	4089512	5.306	0.360
	"Northeast"	"CENS-R1"	"2012"	"2012"	"50-54 years"	"50-54"	319	4248952	7.508	0.420
	"Northeast"	"CENS-R1"	"2012"	"2012"	"55-59 years"	"55-59"	392	3880528	10.102	0.510
	"Northeast"	"CENS-R1"	"2012"	"2012"	"60-64 years "	"60-64"	454	3287599	13.809	0.648
	"Northeast"	"CENS-R1"	"2012"	"2012"	"65-69 years"	"65-69"	444	2564379	17.314	0.822
	"Northeast"	"CENS-R1"	"2012"	"2012"	"70-74 years"	"70-74"	381	1821515	20.917	1.072
	"Northeast"	"CENS-R1"	"2012"	"2012"	"75-79 years"	"75-79"	328	1411125	23.244	1.283
	"Northeast"	"CENS-R1"	"2012"	"2012"	"80-84 years"	"80-84"	276	1168414	23.622	1.422
	"Northeast"	"CENS-R1"	"2012"	"2012"	"85+ years"	"85+"	256	1270661	20.147	1.259
"Total"	"Northeast"	"CENS-R1"	"2012"	"2012"			4236	55775216	7.595	0.117
	"Northeast"	"CENS-R1"	"2013"	"2013"	"< 1 year"	"1"	26	636566	4.084	0.801
	"Northeast"	"CENS-R1"	"2013"	"2013"	"1-4 years"	"1-4"	130	2555093	5.088	0.446
	"Northeast"	"CENS-R1"	"2013"	"2013"	"5-9 years"	"5-9"	141	3285810	4.291	0.361
	"Northeast"	"CENS-R1"	"2013"	"2013"	"10-14 years"	"10-14"	126	3407293	3.698	0.329
	"Northeast"	"CENS-R1"	"2013"	"2013"	"15-19 years"	"15-19"	116	3717327	3.121	0.290
	"Northeast"	"CENS-R1"	"2013"	"2013"	"20-24 years"	"20-24"	114	3913765	2.913	0.273
	"Northeast"	"CENS-R1"	"2013"	"2013"	"25-29 years"	"25-29"	142	3783586	3.753	0.315
	"Northeast"	"CENS-R1"	"2013"	"2013"	"30-34 years"	"30-34"	127	3611957	3.516	0.312
	"Northeast"	"CENS-R1"	"2013"	"2013"	"35-39 years"	"35-39"	150	3337134	4.495	0.367
	"Northeast"	"CENS-R1"	"2013"	"2013"	"40-44 years"	"40-44"	177	3684574	4.804	0.361
	"Northeast"	"CENS-R1"	"2013"	"2013"	"45-49 years"	"45-49"	241	3983631	6.050	0.390
	"Northeast"	"CENS-R1"	"2013"	"2013"	"50-54 years"	"50-54"	322	4228187	7.616	0.424
	"Northeast"	"CENS-R1"	"2013"	"2013"	"55-59 years"	"55-59"	459	3962336	11.584	0.541
	"Northeast"	"CENS-R1"	"2013"	"2013"	"60-64 years "	"60-64"	456	3332317	13.684	0.641
	"Northeast"	"CENS-R1"	"2013"	"2013"	"65-69 years"	"65-69"	439	2661834	16.492	0.787
	"Northeast"	"CENS-R1"	"2013"	"2013"	"70-74 years"	"70-74"	350	1928152	18.152	0.970
	"Northeast"	"CENS-R1"	"2013"	"2013"	"75-79 years"	"75-79"	338	1431621	23.610	1.284
	"Northeast"	"CENS-R1"	"2013"	"2013"	"80-84 years"	"80-84"	291	1148073	25.347	1.486
	"Northeast"	"CENS-R1"	"2013"	"2013"	"85+ years"	"85+"	235	1292550	18.181	1.186
"Total"	"Northeast"	"CENS-R1"	"2013"	"2013"			4380	55901806	7.835	0.118
	"Northeast"	"CENS-R1"	"2014"	"2014"	"< 1 year"	"1"	22	633802	3.471	0.740
	"Northeast"	"CENS-R1"	"2014"	"2014"	"1-4 years"	"1-4"	126	2556451	4.929	0.439
	"Northeast"	"CENS-R1"	"2014"	"2014"	"5-9 years"	"5-9"	130	3247593	4.003	0.351
	"Northeast"	"CENS-R1"	"2014"	"2014"	"10-14 years"	"10-14"	92	3383731	2.719	0.283
	"Northeast"	"CENS-R1"	"2014"	"2014"	"15-19 years"	"15-19"	123	3663452	3.357	0.303
	"Northeast"	"CENS-R1"	"2014"	"2014"	"20-24 years"	"20-24"	112	3909491	2.865	0.271
	"Northeast"	"CENS-R1"	"2014"	"2014"	"25-29 years"	"25-29"	125	3838936	3.256	0.291
	"Northeast"	"CENS-R1"	"2014"	"2014"	"30-34 years"	"30-34"	149	3642883	4.090	0.335
	"Northeast"	"CENS-R1"	"2014"	"2014"	"35-39 years"	"35-39"	142	3364394	4.221	0.354
	"Northeast"	"CENS-R1"	"2014"	"2014"	"40-44 years"	"40-44"	151	3574086	4.225	0.344
	"Northeast"	"CENS-R1"	"2014"	"2014"	"45-49 years"	"45-49"	241	3877121	6.216	0.400
	"Northeast"	"CENS-R1"	"2014"	"2014"	"50-54 years"	"50-54"	344	4206877	8.177	0.441
	"Northeast"	"CENS-R1"	"2014"	"2014"	"55-59 years"	"55-59"	388	4018931	9.654	0.490
	"Northeast"	"CENS-R1"	"2014"	"2014"	"60-64 years "	"60-64"	459	3401045	13.496	0.630
	"Northeast"	"CENS-R1"	"2014"	"2014"	"65-69 years"	"65-69"	475	2780290	17.085	0.784
	"Northeast"	"CENS-R1"	"2014"	"2014"	"70-74 years"	"70-74"	422	2002235	21.076	1.026
	"Northeast"	"CENS-R1"	"2014"	"2014"	"75-79 years"	"75-79"	303	1460518	20.746	1.192
	"Northeast"	"CENS-R1"	"2014"	"2014"	"80-84 years"	"80-84"	259	1130743	22.905	1.423
	"Northeast"	"CENS-R1"	"2014"	"2014"	"85+ years"	"85+"	250	1313432	19.034	1.204
"Total"	"Northeast"	"CENS-R1"	"2014"	"2014"			4313	56006011	7.701	0.117
	"Northeast"	"CENS-R1"	"2015"	"2015"	"< 1 year"	"1"	27	635675	4.247	0.817
	"Northeast"	"CENS-R1"	"2015"	"2015"	"1-4 years"	"1-4"	125	2547480	4.907	0.439
	"Northeast"	"CENS-R1"	"2015"	"2015"	"5-9 years"	"5-9"	131	3221953	4.066	0.355
	"Northeast"	"CENS-R1"	"2015"	"2015"	"10-14 years"	"10-14"	99	3343464	2.961	0.298
	"Northeast"	"CENS-R1"	"2015"	"2015"	"15-19 years"	"15-19"	92	3625412	2.538	0.265
	"Northeast"	"CENS-R1"	"2015"	"2015"	"20-24 years"	"20-24"	64	3859313	1.658	0.207
	"Northeast"	"CENS-R1"	"2015"	"2015"	"25-29 years"	"25-29"	135	3881349	3.478	0.299
	"Northeast"	"CENS-R1"	"2015"	"2015"	"30-34 years"	"30-34"	145	3660655	3.961	0.329
	"Northeast"	"CENS-R1"	"2015"	"2015"	"35-39 years"	"35-39"	126	3409933	3.695	0.329
	"Northeast"	"CENS-R1"	"2015"	"2015"	"40-44 years"	"40-44"	156	3452194	4.519	0.362
	"Northeast"	"CENS-R1"	"2015"	"2015"	"45-49 years"	"45-49"	206	3810415	5.406	0.377
	"Northeast"	"CENS-R1"	"2015"	"2015"	"50-54 years"	"50-54"	352	4149400	8.483	0.452
	"Northeast"	"CENS-R1"	"2015"	"2015"	"55-59 years"	"55-59"	451	4059100	11.111	0.523
	"Northeast"	"CENS-R1"	"2015"	"2015"	"60-64 years "	"60-64"	497	3484520	14.263	0.640
	"Northeast"	"CENS-R1"	"2015"	"2015"	"65-69 years"	"65-69"	474	2899915	16.345	0.751
	"Northeast"	"CENS-R1"	"2015"	"2015"	"70-74 years"	"70-74"	390	2062971	18.905	0.957
	"Northeast"	"CENS-R1"	"2015"	"2015"	"75-79 years"	"75-79"	328	1481826	22.135	1.222
	"Northeast"	"CENS-R1"	"2015"	"2015"	"80-84 years"	"80-84"	283	1120371	25.259	1.502
	"Northeast"	"CENS-R1"	"2015"	"2015"	"85+ years"	"85+"	251	1328738	18.890	1.192
"Total"	"Northeast"	"CENS-R1"	"2015"	"2015"			4332	56034684	7.731	0.117
	"Northeast"	"CENS-R1"	"2016"	"2016"	"< 1 year"	"1"	35	629571	5.559	0.940
	"Northeast"	"CENS-R1"	"2016"	"2016"	"1-4 years"	"1-4"	113	2532230	4.462	0.420
	"Northeast"	"CENS-R1"	"2016"	"2016"	"5-9 years"	"5-9"	120	3206719	3.742	0.342
	"Northeast"	"CENS-R1"	"2016"	"2016"	"10-14 years"	"10-14"	117	3312120	3.532	0.327
	"Northeast"	"CENS-R1"	"2016"	"2016"	"15-19 years"	"15-19"	81	3592179	2.255	0.251
	"Northeast"	"CENS-R1"	"2016"	"2016"	"20-24 years"	"20-24"	79	3801386	2.078	0.234
	"Northeast"	"CENS-R1"	"2016"	"2016"	"25-29 years"	"25-29"	115	3909109	2.942	0.274
	"Northeast"	"CENS-R1"	"2016"	"2016"	"30-34 years"	"30-34"	140	3698680	3.785	0.320
	"Northeast"	"CENS-R1"	"2016"	"2016"	"35-39 years"	"35-39"	150	3459282	4.336	0.354
	"Northeast"	"CENS-R1"	"2016"	"2016"	"40-44 years"	"40-44"	157	3330523	4.714	0.376
	"Northeast"	"CENS-R1"	"2016"	"2016"	"45-49 years"	"45-49"	217	3764149	5.765	0.391
	"Northeast"	"CENS-R1"	"2016"	"2016"	"50-54 years"	"50-54"	315	4055196	7.768	0.438
	"Northeast"	"CENS-R1"	"2016"	"2016"	"55-59 years"	"55-59"	439	4079527	10.761	0.514
	"Northeast"	"CENS-R1"	"2016"	"2016"	"60-64 years "	"60-64"	492	3557326	13.831	0.624
	"Northeast"	"CENS-R1"	"2016"	"2016"	"65-69 years"	"65-69"	524	3021013	17.345	0.758
	"Northeast"	"CENS-R1"	"2016"	"2016"	"70-74 years"	"70-74"	422	2116258	19.941	0.971
	"Northeast"	"CENS-R1"	"2016"	"2016"	"75-79 years"	"75-79"	397	1513300	26.234	1.317
	"Northeast"	"CENS-R1"	"2016"	"2016"	"80-84 years"	"80-84"	261	1119285	23.318	1.443
	"Northeast"	"CENS-R1"	"2016"	"2016"	"85+ years"	"85+"	254	1344477	18.892	1.185
"Total"	"Northeast"	"CENS-R1"	"2016"	"2016"			4428	56042330	7.901	0.119
	"Northeast"	"CENS-R1"	"2017"	"2017"	"< 1 year"	"1"	27	620022	4.355	0.838
	"Northeast"	"CENS-R1"	"2017"	"2017"	"1-4 years"	"1-4"	133	2523957	5.270	0.457
	"Northeast"	"CENS-R1"	"2017"	"2017"	"5-9 years"	"5-9"	135	3187252	4.236	0.365
	"Northeast"	"CENS-R1"	"2017"	"2017"	"10-14 years"	"10-14"	144	3299649	4.364	0.364
	"Northeast"	"CENS-R1"	"2017"	"2017"	"15-19 years"	"15-19"	96	3554094	2.701	0.276
	"Northeast"	"CENS-R1"	"2017"	"2017"	"20-24 years"	"20-24"	68	3742998	1.817	0.220
	"Northeast"	"CENS-R1"	"2017"	"2017"	"25-29 years"	"25-29"	125	3932035	3.179	0.284
	"Northeast"	"CENS-R1"	"2017"	"2017"	"30-34 years"	"30-34"	152	3727432	4.078	0.331
	"Northeast"	"CENS-R1"	"2017"	"2017"	"35-39 years"	"35-39"	152	3506952	4.334	0.352
	"Northeast"	"CENS-R1"	"2017"	"2017"	"40-44 years"	"40-44"	155	3279041	4.727	0.380
	"Northeast"	"CENS-R1"	"2017"	"2017"	"45-49 years"	"45-49"	205	3691535	5.553	0.388
	"Northeast"	"CENS-R1"	"2017"	"2017"	"50-54 years"	"50-54"	320	3957108	8.087	0.452
	"Northeast"	"CENS-R1"	"2017"	"2017"	"55-59 years"	"55-59"	412	4058203	10.152	0.500
	"Northeast"	"CENS-R1"	"2017"	"2017"	"60-64 years "	"60-64"	503	3640531	13.817	0.616
	"Northeast"	"CENS-R1"	"2017"	"2017"	"65-69 years"	"65-69"	488	3003712	16.247	0.735
	"Northeast"	"CENS-R1"	"2017"	"2017"	"70-74 years"	"70-74"	505	2290403	22.049	0.981
	"Northeast"	"CENS-R1"	"2017"	"2017"	"75-79 years"	"75-79"	361	1571067	22.978	1.209
	"Northeast"	"CENS-R1"	"2017"	"2017"	"80-84 years"	"80-84"	263	1123336	23.412	1.444
	"Northeast"	"CENS-R1"	"2017"	"2017"	"85+ years"	"85+"	284	1349913	21.038	1.248
"Total"	"Northeast"	"CENS-R1"	"2017"	"2017"			4528	56059240	8.077	0.120
	"Northeast"	"CENS-R1"	"2018"	"2018"	"< 1 year"	"1"	28	611698	4.577	0.865
	"Northeast"	"CENS-R1"	"2018"	"2018"	"1-4 years"	"1-4"	118	2508525	4.704	0.433
	"Northeast"	"CENS-R1"	"2018"	"2018"	"5-9 years"	"5-9"	117	3168414	3.693	0.341
	"Northeast"	"CENS-R1"	"2018"	"2018"	"10-14 years"	"10-14"	113	3280135	3.445	0.324
	"Northeast"	"CENS-R1"	"2018"	"2018"	"15-19 years"	"15-19"	79	3523782	2.242	0.252
	"Northeast"	"CENS-R1"	"2018"	"2018"	"20-24 years"	"20-24"	78	3677529	2.121	0.240
	"Northeast"	"CENS-R1"	"2018"	"2018"	"25-29 years"	"25-29"	134	3937640	3.403	0.294
	"Northeast"	"CENS-R1"	"2018"	"2018"	"30-34 years"	"30-34"	145	3764395	3.852	0.320
	"Northeast"	"CENS-R1"	"2018"	"2018"	"35-39 years"	"35-39"	145	3548737	4.086	0.339
	"Northeast"	"CENS-R1"	"2018"	"2018"	"40-44 years"	"40-44"	135	3274100	4.123	0.355
	"Northeast"	"CENS-R1"	"2018"	"2018"	"45-49 years"	"45-49"	215	3594130	5.982	0.408
	"Northeast"	"CENS-R1"	"2018"	"2018"	"50-54 years"	"50-54"	286	3846624	7.435	0.440
	"Northeast"	"CENS-R1"	"2018"	"2018"	"55-59 years"	"55-59"	430	4028802	10.673	0.515
	"Northeast"	"CENS-R1"	"2018"	"2018"	"60-64 years "	"60-64"	478	3709017	12.888	0.589
	"Northeast"	"CENS-R1"	"2018"	"2018"	"65-69 years"	"65-69"	493	3039746	16.218	0.730
	"Northeast"	"CENS-R1"	"2018"	"2018"	"70-74 years"	"70-74"	475	2375096	19.999	0.918
	"Northeast"	"CENS-R1"	"2018"	"2018"	"75-79 years"	"75-79"	378	1662295	22.740	1.170
	"Northeast"	"CENS-R1"	"2018"	"2018"	"80-84 years"	"80-84"	245	1142498	21.444	1.370
	"Northeast"	"CENS-R1"	"2018"	"2018"	"85+ years"	"85+"	213	1353457	15.737	1.078
"Total"	"Northeast"	"CENS-R1"	"2018"	"2018"			4305	56046620	7.681	0.117
"Total"	"Northeast"	"CENS-R1"					84092	1100314035	7.643	0.026
	"Midwest"	"CENS-R2"	"1999"	"1999"	"< 1 year"	"1"	30	843751	3.556	0.649
	"Midwest"	"CENS-R2"	"1999"	"1999"	"1-4 years"	"1-4"	116	3449778	3.363	0.312
	"Midwest"	"CENS-R2"	"1999"	"1999"	"5-9 years"	"5-9"	142	4651688	3.053	0.256
	"Midwest"	"CENS-R2"	"1999"	"1999"	"10-14 years"	"10-14"	121	4674062	2.589	0.235
	"Midwest"	"CENS-R2"	"1999"	"1999"	"15-19 years"	"15-19"	99	4709580	2.102	0.211
	"Midwest"	"CENS-R2"	"1999"	"1999"	"20-24 years"	"20-24"	100	4196802	2.383	0.238
	"Midwest"	"CENS-R2"	"1999"	"1999"	"25-29 years"	"25-29"	131	4268152	3.069	0.268
	"Midwest"	"CENS-R2"	"1999"	"1999"	"30-34 years"	"30-34"	175	4464981	3.919	0.296
	"Midwest"	"CENS-R2"	"1999"	"1999"	"35-39 years"	"35-39"	221	5111021	4.324	0.291
	"Midwest"	"CENS-R2"	"1999"	"1999"	"40-44 years"	"40-44"	263	5085719	5.171	0.319
	"Midwest"	"CENS-R2"	"1999"	"1999"	"45-49 years"	"45-49"	301	4527398	6.648	0.383
	"Midwest"	"CENS-R2"	"1999"	"1999"	"50-54 years"	"50-54"	320	3810710	8.397	0.469
	"Midwest"	"CENS-R2"	"1999"	"1999"	"55-59 years"	"55-59"	326	2976458	10.953	0.607
	"Midwest"	"CENS-R2"	"1999"	"1999"	"60-64 years "	"60-64"	350	2440316	14.342	0.767
	"Midwest"	"CENS-R2"	"1999"	"1999"	"65-69 years"	"65-69"	408	2162608	18.866	0.934
	"Midwest"	"CENS-R2"	"1999"	"1999"	"70-74 years"	"70-74"	467	2053006	22.747	1.053
	"Midwest"	"CENS-R2"	"1999"	"1999"	"75-79 years"	"75-79"	391	1712852	22.827	1.154
	"Midwest"	"CENS-R2"	"1999"	"1999"	"80-84 years"	"80-84"	283	1177108	24.042	1.429
	"Midwest"	"CENS-R2"	"1999"	"1999"	"85+ years"	"85+"	208	1033659	20.123	1.395
"Total"	"Midwest"	"CENS-R2"	"1999"	"1999"			4452	63349649	7.028	0.105
	"Midwest"	"CENS-R2"	"2000"	"2000"	"< 1 year"	"1"	34	857977	3.963	0.680
	"Midwest"	"CENS-R2"	"2000"	"2000"	"1-4 years"	"1-4"	127	3440185	3.692	0.328
	"Midwest"	"CENS-R2"	"2000"	"2000"	"5-9 years"	"5-9"	138	4610702	2.993	0.255
	"Midwest"	"CENS-R2"	"2000"	"2000"	"10-14 years"	"10-14"	140	4723048	2.964	0.251
	"Midwest"	"CENS-R2"	"2000"	"2000"	"15-19 years"	"15-19"	96	4721228	2.033	0.208
	"Midwest"	"CENS-R2"	"2000"	"2000"	"20-24 years"	"20-24"	109	4291076	2.540	0.243
	"Midwest"	"CENS-R2"	"2000"	"2000"	"25-29 years"	"25-29"	131	4177169	3.136	0.274
	"Midwest"	"CENS-R2"	"2000"	"2000"	"30-34 years"	"30-34"	182	4445308	4.094	0.303
	"Midwest"	"CENS-R2"	"2000"	"2000"	"35-39 years"	"35-39"	215	5018795	4.284	0.292
	"Midwest"	"CENS-R2"	"2000"	"2000"	"40-44 years"	"40-44"	267	5133102	5.202	0.318
	"Midwest"	"CENS-R2"	"2000"	"2000"	"45-49 years"	"45-49"	315	4638935	6.790	0.383
	"Midwest"	"CENS-R2"	"2000"	"2000"	"50-54 years"	"50-54"	336	4001956	8.396	0.458
	"Midwest"	"CENS-R2"	"2000"	"2000"	"55-59 years"	"55-59"	320	3056531	10.469	0.585
	"Midwest"	"CENS-R2"	"2000"	"2000"	"60-64 years "	"60-64"	334	2459520	13.580	0.743
	"Midwest"	"CENS-R2"	"2000"	"2000"	"65-69 years"	"65-69"	386	2147389	17.975	0.915
	"Midwest"	"CENS-R2"	"2000"	"2000"	"70-74 years"	"70-74"	404	2038941	19.814	0.986
	"Midwest"	"CENS-R2"	"2000"	"2000"	"75-79 years"	"75-79"	395	1726123	22.884	1.151
	"Midwest"	"CENS-R2"	"2000"	"2000"	"80-84 years"	"80-84"	233	1193870	19.516	1.279
	"Midwest"	"CENS-R2"	"2000"	"2000"	"85+ years"	"85+"	166	1053732	15.754	1.223
"Total"	"Midwest"	"CENS-R2"	"2000"	"2000"			4328	63735587	6.791	0.103
	"Midwest"	"CENS-R2"	"2001"	"2001"	"< 1 year"	"1"	30	887120	3.382	0.617
	"Midwest"	"CENS-R2"	"2001"	"2001"	"1-4 years"	"1-4"	145	3461669	4.189	0.348
	"Midwest"	"CENS-R2"	"2001"	"2001"	"5-9 years"	"5-9"	148	4591871	3.223	0.265
	"Midwest"	"CENS-R2"	"2001"	"2001"	"10-14 years"	"10-14"	135	4818266	2.802	0.241
	"Midwest"	"CENS-R2"	"2001"	"2001"	"15-19 years"	"15-19"	121	4800932	2.520	0.229
	"Midwest"	"CENS-R2"	"2001"	"2001"	"20-24 years"	"20-24"	114	4453683	2.560	0.240
	"Midwest"	"CENS-R2"	"2001"	"2001"	"25-29 years"	"25-29"	122	4084212	2.987	0.270
	"Midwest"	"CENS-R2"	"2001"	"2001"	"30-34 years"	"30-34"	170	4502111	3.776	0.290
	"Midwest"	"CENS-R2"	"2001"	"2001"	"35-39 years"	"35-39"	198	4927668	4.018	0.286
	"Midwest"	"CENS-R2"	"2001"	"2001"	"40-44 years"	"40-44"	288	5230900	5.506	0.324
	"Midwest"	"CENS-R2"	"2001"	"2001"	"45-49 years"	"45-49"	303	4788056	6.328	0.364
	"Midwest"	"CENS-R2"	"2001"	"2001"	"50-54 years"	"50-54"	368	4266011	8.626	0.450
	"Midwest"	"CENS-R2"	"2001"	"2001"	"55-59 years"	"55-59"	386	3148255	12.261	0.624
	"Midwest"	"CENS-R2"	"2001"	"2001"	"60-64 years "	"60-64"	362	2534512	14.283	0.751
	"Midwest"	"CENS-R2"	"2001"	"2001"	"65-69 years"	"65-69"	399	2168148	18.403	0.921
	"Midwest"	"CENS-R2"	"2001"	"2001"	"70-74 years"	"70-74"	387	2044877	18.925	0.962
	"Midwest"	"CENS-R2"	"2001"	"2001"	"75-79 years"	"75-79"	427	1748780	24.417	1.182
	"Midwest"	"CENS-R2"	"2001"	"2001"	"80-84 years"	"80-84"	299	1236752	24.176	1.398
	"Midwest"	"CENS-R2"	"2001"	"2001"	"85+ years"	"85+"	172	1082708	15.886	1.211
"Total"	"Midwest"	"CENS-R2"	"2001"	"2001"			4574	64776531	7.061	0.104
	"Midwest"	"CENS-R2"	"2002"	"2002"	"< 1 year"	"1"	31	864098	3.588	0.644
	"Midwest"	"CENS-R2"	"2002"	"2002"	"1-4 years"	"1-4"	160	3480604	4.597	0.363
	"Midwest"	"CENS-R2"	"2002"	"2002"	"5-9 years"	"5-9"	160	4511973	3.546	0.280
	"Midwest"	"CENS-R2"	"2002"	"2002"	"10-14 years"	"10-14"	122	4846948	2.517	0.228
	"Midwest"	"CENS-R2"	"2002"	"2002"	"15-19 years"	"15-19"	107	4788120	2.235	0.216
	"Midwest"	"CENS-R2"	"2002"	"2002"	"20-24 years"	"20-24"	101	4555819	2.217	0.221
	"Midwest"	"CENS-R2"	"2002"	"2002"	"25-29 years"	"25-29"	122	4028267	3.029	0.274
	"Midwest"	"CENS-R2"	"2002"	"2002"	"30-34 years"	"30-34"	174	4481559	3.883	0.294
	"Midwest"	"CENS-R2"	"2002"	"2002"	"35-39 years"	"35-39"	204	4776603	4.271	0.299
	"Midwest"	"CENS-R2"	"2002"	"2002"	"40-44 years"	"40-44"	268	5208507	5.145	0.314
	"Midwest"	"CENS-R2"	"2002"	"2002"	"45-49 years"	"45-49"	291	4889419	5.952	0.349
	"Midwest"	"CENS-R2"	"2002"	"2002"	"50-54 years"	"50-54"	394	4282976	9.199	0.463
	"Midwest"	"CENS-R2"	"2002"	"2002"	"55-59 years"	"55-59"	370	3390544	10.913	0.567
	"Midwest"	"CENS-R2"	"2002"	"2002"	"60-64 years "	"60-64"	383	2620201	14.617	0.747
	"Midwest"	"CENS-R2"	"2002"	"2002"	"65-69 years"	"65-69"	394	2171606	18.143	0.914
	"Midwest"	"CENS-R2"	"2002"	"2002"	"70-74 years"	"70-74"	464	2011241	23.070	1.071
	"Midwest"	"CENS-R2"	"2002"	"2002"	"75-79 years"	"75-79"	366	1748881	20.928	1.094
	"Midwest"	"CENS-R2"	"2002"	"2002"	"80-84 years"	"80-84"	313	1265520	24.733	1.398
	"Midwest"	"CENS-R2"	"2002"	"2002"	"85+ years"	"85+"	173	1095407	15.793	1.201
"Total"	"Midwest"	"CENS-R2"	"2002"	"2002"			4597	65018293	7.070	0.104
	"Midwest"	"CENS-R2"	"2003"	"2003"	"< 1 year"	"1"	28	866905	3.230	0.610
	"Midwest"	"CENS-R2"	"2003"	"2003"	"1-4 years"	"1-4"	149	3478712	4.283	0.351
	"Midwest"	"CENS-R2"	"2003"	"2003"	"5-9 years"	"5-9"	126	4451829	2.830	0.252
	"Midwest"	"CENS-R2"	"2003"	"2003"	"10-14 years"	"10-14"	109	4848449	2.248	0.215
	"Midwest"	"CENS-R2"	"2003"	"2003"	"15-19 years"	"15-19"	123	4792130	2.567	0.231
	"Midwest"	"CENS-R2"	"2003"	"2003"	"20-24 years"	"20-24"	130	4638048	2.803	0.246
	"Midwest"	"CENS-R2"	"2003"	"2003"	"25-29 years"	"25-29"	141	4029430	3.499	0.295
	"Midwest"	"CENS-R2"	"2003"	"2003"	"30-34 years"	"30-34"	160	4427203	3.614	0.286
	"Midwest"	"CENS-R2"	"2003"	"2003"	"35-39 years"	"35-39"	202	4628191	4.365	0.307
	"Midwest"	"CENS-R2"	"2003"	"2003"	"40-44 years"	"40-44"	264	5162549	5.114	0.315
	"Midwest"	"CENS-R2"	"2003"	"2003"	"45-49 years"	"45-49"	329	4983903	6.601	0.364
	"Midwest"	"CENS-R2"	"2003"	"2003"	"50-54 years"	"50-54"	358	4364991	8.202	0.433
	"Midwest"	"CENS-R2"	"2003"	"2003"	"55-59 years"	"55-59"	352	3518325	10.005	0.533
	"Midwest"	"CENS-R2"	"2003"	"2003"	"60-64 years "	"60-64"	376	2750342	13.671	0.705
	"Midwest"	"CENS-R2"	"2003"	"2003"	"65-69 years"	"65-69"	385	2207010	17.444	0.889
	"Midwest"	"CENS-R2"	"2003"	"2003"	"70-74 years"	"70-74"	379	1975063	19.189	0.986
	"Midwest"	"CENS-R2"	"2003"	"2003"	"75-79 years"	"75-79"	417	1752952	23.788	1.165
	"Midwest"	"CENS-R2"	"2003"	"2003"	"80-84 years"	"80-84"	285	1283187	22.210	1.316
	"Midwest"	"CENS-R2"	"2003"	"2003"	"85+ years"	"85+"	181	1117735	16.193	1.204
"Total"	"Midwest"	"CENS-R2"	"2003"	"2003"			4494	65276954	6.885	0.103
	"Midwest"	"CENS-R2"	"2004"	"2004"	"< 1 year"	"1"	31	876899	3.535	0.635
	"Midwest"	"CENS-R2"	"2004"	"2004"	"1-4 years"	"1-4"	164	3479970	4.713	0.368
	"Midwest"	"CENS-R2"	"2004"	"2004"	"5-9 years"	"5-9"	153	4407363	3.471	0.281
	"Midwest"	"CENS-R2"	"2004"	"2004"	"10-14 years"	"10-14"	140	4821572	2.904	0.245
	"Midwest"	"CENS-R2"	"2004"	"2004"	"15-19 years"	"15-19"	102	4818468	2.117	0.210
	"Midwest"	"CENS-R2"	"2004"	"2004"	"20-24 years"	"20-24"	121	4672053	2.590	0.235
	"Midwest"	"CENS-R2"	"2004"	"2004"	"25-29 years"	"25-29"	154	4078530	3.776	0.304
	"Midwest"	"CENS-R2"	"2004"	"2004"	"30-34 years"	"30-34"	173	4333376	3.992	0.304
	"Midwest"	"CENS-R2"	"2004"	"2004"	"35-39 years"	"35-39"	175	4508968	3.881	0.293
	"Midwest"	"CENS-R2"	"2004"	"2004"	"40-44 years"	"40-44"	250	5117546	4.885	0.309
	"Midwest"	"CENS-R2"	"2004"	"2004"	"45-49 years"	"45-49"	310	5042663	6.148	0.349
